BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,AverageRoutingGoodputKbps,MacPhyOverhead
0.998217,0.997297,0.997196,0.99652,0.995964,0.99117,0.943764,0.943764,0.943764,0.943764,12.1711,0.361568
